Cycle Time,Latitude,Longitude,AltAGL,Pitch,Roll,GndSpd
1.000001,39.874706,-104.696472,724.39997,21.549608,2.137718,65.701976
1.000001,39.874439,-104.696465,757.355501,15.675794,-4.829922,56.70974
1.000001,39.874195,-104.696449,777.841878,4.653352,-16.266598,51.50436
1.000001,39.873962,-104.696419,780.692839,1.432749,-22.772657,50.176282
1.000001,39.873734,-104.69635,774.707969,1.702978,-25.166616,50.54291
1.000001,39.873516,-104.696243,763.906368,-0.252846,-26.301748,51.831743
1.000001,39.873306,-104.696091,748.121331,-3.540359,-27.872593,54.208621
1.000001,39.873104,-104.695885,728.333414,-4.420759,-29.46051,57.350069
1.000001,39.872925,-104.695633,707.643136,-3.250468,-30.522696,60.455924
1.000001,39.872776,-104.69532,688.069483,-2.088951,-30.484642,63.083979
1.004457,39.872669,-104.694954,669.90011,-1.423094,-30.294886,65.184212
1.000001,39.872612,-104.694565,653.199194,-0.900854,-30.404503,66.753201
1.000001,39.872608,-104.694168,637.649597,-0.406393,-30.527925,67.813183
1.000001,39.872654,-104.693764,622.983687,0.058909,-30.555346,68.370945
1.000001,39.872753,-104.693375,608.737094,0.067363,-30.4503,68.517082
1.000001,39.872898,-104.693008,594.356336,-0.138541,-30.325308,68.358754
1.000001,39.873085,-104.69268,579.613331,-0.356485,-30.103401,67.927674
1.000001,39.87331,-104.692398,564.379823,-0.633666,-28.773331,67.215959
1.000001,39.873562,-104.692162,549.083387,-0.723226,-25.978323,66.227221
1.000001,39.873829,-104.691986,534.214277,-0.099682,-21.702557,64.928233
1.000001,39.874111,-104.691864,520.690374,0.87044,-15.357415,63.420123
1.000001,39.87439,-104.691772,508.885187,1.831807,-8.874104,61.953983
1.000001,39.874668,-104.691704,498.255147,2.48975,-2.72958,60.746194
1.000001,39.874943,-104.69165,488.032559,2.461481,2.464961,59.970134
1.000001,39.875217,-104.691597,477.263649,1.558175,5.86699,59.716399
1.000001,39.875488,-104.691528,465.22928,0.673644,7.265803,59.935709
1.000001,39.875755,-104.691452,451.885148,0.147896,6.989514,60.442254
1.000001,39.876026,-104.69136,437.775023,0.181892,5.727515,61.006147
1.000001,39.876297,-104.691254,423.461797,0.259826,8.254428,61.538997
1.000001,39.876564,-104.691132,409.058987,0.256357,13.099394,62.207685
1.000001,39.876827,-104.690987,393.740073,-0.526326,18.249907,63.189838
1.000001,39.877087,-104.690811,376.575888,-1.92477,23.247589,64.63053
1.000001,39.877338,-104.690598,357.597342,-2.796511,27.206108,66.29461
1.000001,39.877571,-104.690338,337.960887,-2.79567,29.60465,67.652252
1.000001,39.877769,-104.690025,318.569659,-2.364639,30.373272,68.376758
1.000001,39.877926,-104.689667,300.736124,-0.584066,30.413242,67.97757
1.000001,39.878029,-104.689293,285.112385,0.3439,30.880831,66.646007
1.000001,39.878078,-104.688896,270.720238,0.525438,30.520924,64.746391
1.000001,39.878078,-104.688522,256.543506,0.06963,30.895256,62.61365
1.000001,39.878025,-104.688156,241.432748,-0.370339,30.505232,60.405148
1.000001,39.877934,-104.687828,225.470493,-1.012193,29.978256,58.196153
1.000001,39.8778,-104.687531,208.577566,-1.341751,29.380648,55.982776
1.000001,39.877632,-104.687286,190.907119,-1.484001,29.728485,53.779757
1.000001,39.877441,-104.687103,172.92624,-0.942456,30.553719,51.434665
1.000001,39.877235,-104.686974,154.77022,-1.516995,30.39533,49.159634
1.000001,39.877026,-104.686913,136.047666,-2.062215,29.264576,47.126111
1.000001,39.876816,-104.68692,117.884875,-1.169726,31.452995,45.09379
1.000001,39.876625,-104.686989,100.019526,-1.028328,30.045769,43.455595
1.000001,39.876461,-104.687119,82.672602,-0.861073,30.070662,42.314213
1.000001,39.876331,-104.687302,65.375985,-1.308067,30.83359,41.879547
1.000001,39.876247,-104.687523,47.355304,-1.014832,30.751087,42.29708
1.000001,39.876209,-104.687767,29.981694,-0.549778,28.677814,43.141452
1.000001,39.876221,-104.688019,13.510257,0.098461,29.129967,44.452949
1.000001,39.876278,-104.688278,0.569635,-4.171764,12.027294,42.179491
1.000001,39.876354,-104.688499,0.434909,12.308222,0.251094,37.810366
1.000001,39.876434,-104.688675,0.291241,4.211873,-0.963827,30.174558
1.000001,39.876518,-104.688805,0.237114,3.726295,-0.859645,23.541746
1.000001,39.876598,-104.688873,0.390971,13.191671,-1.22553,19.073455
1.000001,39.876671,-104.688896,0.290404,-1.722753,-0.013575,12.633356
1.000001,39.876709,-104.688904,0.272669,0.038589,-0.312213,3.567035
