Cycle Time,Latitude,Longitude,AltAGL,Pitch,Roll,GndSpd
1.000001,39.919312,-104.697495,840.345995,-1.4658,0.917716,70.857174
1.000001,39.91898,-104.697495,823.891383,-2.647999,0.095301,72.880156
1.000001,39.918636,-104.697502,807.401628,-1.913848,-0.742658,75.443421
1.000001,39.918285,-104.697502,798.791726,0.493737,-1.236546,76.424558
1.000001,39.917934,-104.697502,796.22081,1.738189,-0.738781,74.54566
1.000001,39.917595,-104.697502,795.636841,1.761176,-1.031579,72.097056
1.000001,39.917267,-104.697495,794.080624,0.959882,-1.431571,69.947
1.000001,39.916946,-104.697495,790.007209,-0.146973,-1.891736,68.366243
1.000001,39.91663,-104.697479,783.217948,-0.856075,-2.654439,68.734324
1.000001,39.916309,-104.697472,775.44753,-0.66203,-2.443694,70.291419
1.000001,39.915977,-104.697449,765.316004,-0.034616,-1.857961,71.665908
1.000001,39.915642,-104.697426,758.078041,0.701963,-1.253045,72.678567
1.000001,39.915302,-104.697395,752.956334,1.311574,-0.814223,73.342054
1.000001,39.914967,-104.697365,749.196454,1.34343,0.103694,71.850665
1.000001,39.914635,-104.697334,744.606502,0.527856,0.224656,69.880679
1.000001,39.914314,-104.697304,737.451792,-0.580426,-0.232492,68.514732
1.000001,39.913994,-104.697273,727.68857,-1.152797,-1.052099,69.296053
1.000001,39.913673,-104.697243,717.333519,-0.8132,-1.175512,70.913885
1.000001,39.913342,-104.697212,708.311559,-0.086549,-0.827322,72.249489
1.000001,39.913006,-104.697174,701.40115,0.667844,-0.40747,73.159211
1.000001,39.912663,-104.697136,696.567498,1.292332,-0.223596,73.694244
1.000001,39.912327,-104.69709,693.060079,1.283011,0.444446,72.099933
1.000001,39.911995,-104.697052,688.56229,0.469684,0.377021,70.144577
1.000001,39.911674,-104.697021,681.519968,-0.661327,-0.198846,68.796671
1.000001,39.911358,-104.696983,671.331923,-1.199564,-1.114603,69.606377
