Cycle Time,Latitude,Longitude,AltAGL,Pitch,Roll,GndSpd
1.000001,39.888584,-104.696793,760.897864,6.529506,1.753565,71.248991
1.000001,39.888268,-104.696793,775.365128,4.876607,0.590898,66.052216
1.000001,39.887974,-104.696785,784.150447,2.915839,-1.565106,62.399626
1.000001,39.887691,-104.696777,786.330831,0.240886,-0.619797,60.08372
1.000001,39.887413,-104.696762,782.214362,-1.250419,-1.4e-05,60.161783
1.000001,39.887131,-104.696754,774.730447,-1.754552,-0.287738,61.620864
1.000001,39.886841,-104.696747,766.510975,-1.516322,0.111995,63.144516
1.000001,39.886547,-104.696732,759.185655,-0.91132,0.869166,64.321755
1.000001,39.886246,-104.696724,753.658699,-0.17977,0.892258,65.135324
1.000001,39.885941,-104.696716,750.090606,0.439243,0.978406,65.54447
1.000001,39.885639,-104.696709,747.697509,0.368344,1.721482,63.721898
1.000001,39.885349,-104.696701,744.348685,-0.288012,1.365492,61.667932
1.000001,39.885071,-104.696693,738.731718,-1.166027,0.706511,60.175108
1.000001,39.884792,-104.696693,730.856671,-1.540586,-0.225294,60.709177
1.000001,39.884506,-104.696686,722.48296,-1.158815,-0.387585,62.124112
1.000004,39.884216,-104.696686,715.509473,-0.415526,-0.127049,63.292241
1.000001,39.883919,-104.696678,710.599076,0.329605,0.17197,64.086086
1.000001,39.883621,-104.696678,707.731295,0.862746,0.606071,63.926341
1.000001,39.883331,-104.696671,705.5434,0.561084,1.057448,61.881718
1.000001,39.883049,-104.696671,701.798339,-0.288855,0.676289,59.961162
1.000001,39.882774,-104.696671,695.428495,-1.191286,-0.093352,58.971657
1.000001,39.882496,-104.696663,687.038864,-1.411572,-0.791836,60.050529
1.000928,39.882214,-104.696663,678.701898,-0.913205,-0.728781,61.504027
1.000004,39.881927,-104.696655,672.001147,-0.140835,-0.301438,62.62329
1.000001,39.881634,-104.696648,667.46376,0.635835,-0.011118,63.385146
1.000001,39.88134,-104.696648,664.893144,1.031714,0.566326,62.803604
1.000001,39.88105,-104.69664,662.524127,0.57059,0.900132,60.723904
1.000001,39.880775,-104.696632,658.260377,-0.372644,0.554776,58.918242
