Cycle Time,Latitude,Longitude,AltAGL,Pitch,Roll,GndSpd
1.000001,39.889523,-104.696815,733.507135,7.5399,1.681057,86.958166
1.000001,39.889141,-104.696808,761.31743,8.773936,0.346928,79.78112
1.000001,39.88879,-104.6968,784.630438,5.628603,-0.333618,74.136536
1.000001,39.888454,-104.696785,798.728798,2.858908,1.245907,69.78162
1.000001,39.888138,-104.696777,803.977912,0.317065,0.474943,67.617349
1.000001,39.887825,-104.696762,802.743892,-1.119032,-0.000749,68.026725
1.000001,39.887508,-104.696747,798.042553,-1.736118,0.755379,69.021566
1.000001,39.887188,-104.696739,792.089623,-1.694663,1.105098,69.987731
1.000001,39.88686,-104.696732,786.41053,-1.315219,1.146206,70.809346
1.000001,39.886528,-104.696724,781.81457,-0.79669,1.258828,71.408372
1.000001,39.8862,-104.696716,778.499388,-0.556759,1.746943,70.269411
1.000001,39.885876,-104.696716,775.020154,-0.916392,1.558993,68.135988
1.000001,39.885567,-104.696716,769.879473,-1.570906,1.136194,66.273707
1.001938,39.885258,-104.696716,762.60847,-1.980192,0.123572,65.772746
1.000001,39.884953,-104.696716,754.478709,-1.741825,-0.330544,66.694428
1.000001,39.88464,-104.696716,747.182424,-1.138715,-0.215214,67.6201
1.003742,39.884323,-104.696716,741.574919,-0.416338,0.008851,68.244538
1.000001,39.884003,-104.696716,737.890482,0.185992,0.163503,68.455944
1.000001,39.88369,-104.696716,735.392857,0.159342,0.786716,66.637851
1.000001,39.883381,-104.696716,731.958878,-0.468391,0.533938,64.586921
1.000001,39.883087,-104.696716,726.338357,-1.279809,0.056041,63.053288
1.000001,39.882793,-104.696716,718.459205,-1.625103,-0.85556,63.526286
1.000001,39.882496,-104.696716,710.263813,-1.23349,-0.939386,64.909162
1.000001,39.882195,-104.696716,703.399961,-0.51041,-0.572831,66.060751
1.000001,39.881882,-104.696709,698.571065,0.263681,-0.213265,66.839914
1.000001,39.881573,-104.696709,695.84701,0.795918,0.265876,66.705492
1.000001,39.881268,-104.696701,693.804245,0.505986,0.800612,64.632947
1.000001,39.88097,-104.696701,690.21858,-0.333941,0.467624,62.674306
1.000001,39.880684,-104.696693,684.001324,-1.235983,-0.245405,61.599367
1.000001,39.880394,-104.696686,675.729238,-1.451994,-0.930914,62.632663
1.000001,39.8801,-104.696686,667.477777,-1.002583,-0.854673,64.065865
1.0063,39.879799,-104.696678,660.703485,-0.20345,-0.418999,65.213154
1.000001,39.879494,-104.696671,656.182518,0.54614,-0.114699,65.968551
1.000001,39.879189,-104.696663,653.632027,0.989585,0.421792,65.563646
1.000001,39.878887,-104.696648,651.444033,0.580358,0.841161,63.473053
1.000001,39.878593,-104.69664,647.414171,-0.351357,0.485221,61.594937
1.000001,39.878311,-104.696632,640.70611,-1.235537,-0.376688,60.926401
1.000001,39.878029,-104.696625,632.187671,-1.349048,-0.932108,62.19439
1.000001,39.877735,-104.696617,623.986522,-0.803761,-0.794458,63.640628
1.000001,39.877438,-104.696609,617.514402,-0.021692,-0.371756,64.731517
1.000001,39.877136,-104.696594,613.190778,0.750662,-0.127484,65.476562
1.000001,39.876831,-104.696587,610.748571,1.033582,0.504024,64.5243
1.000001,39.876534,-104.696571,608.121286,0.468417,0.657623,62.437162
1.000001,39.876247,-104.696556,603.396267,-0.513436,0.281352,60.726158
1.000001,39.875965,-104.696548,595.960561,-1.315476,-0.733312,60.61047
1.000001,39.875683,-104.696533,587.212339,-1.214718,-1.171041,62.082858
1.000001,39.875393,-104.696526,579.178646,-0.581456,-1.056721,63.515638
1.000001,39.875095,-104.696503,573.12404,0.218649,-0.897636,64.553634
1.000001,39.874794,-104.696487,569.247767,0.994176,-3.164398,65.298769
1.000001,39.874493,-104.696465,567.007508,1.141105,-7.329922,64.397352
1.000001,39.874195,-104.696426,564.10138,0.372531,-1.071159,62.595298
1.000001,39.873913,-104.696388,558.882804,-0.540927,7.411002,60.969742
1.000001,39.873631,-104.696358,550.577427,-1.67707,14.674026,60.962172
1.000001,39.873348,-104.696358,540.29111,-1.993966,20.331512,61.932015
1.000001,39.873058,-104.696396,529.640395,-1.715542,23.996859,62.75545
1.000001,39.872776,-104.696487,519.444039,-1.553228,26.444557,63.382098
1.000001,39.872501,-104.696632,510.316249,-1.074309,22.159124,63.866983
1.000001,39.872246,-104.696831,503.926932,0.386412,8.859474,63.246275
1.000001,39.872005,-104.697044,500.833673,1.633645,-3.529893,60.895031
1.000001,39.871777,-104.697243,498.450888,1.248592,-13.108453,58.662604
1.000001,39.871544,-104.697418,493.761564,-0.073055,-19.285864,57.083812
1.000001,39.871304,-104.697556,485.152162,-1.630739,-23.927252,57.481628
1.000001,39.871044,-104.697662,473.410854,-2.355569,-26.595253,59.978476
1.000001,39.870762,-104.697716,461.043525,-1.996923,-27.828691,62.806311
1.000001,39.870464,-104.697708,449.926686,-1.172715,-28.513445,65.532013
1.000001,39.870159,-104.697632,440.75354,-0.505481,-29.010315,67.993187
1.000001,39.869858,-104.697495,433.30617,-0.248398,-28.840073,68.564458
1.000001,39.869579,-104.697296,425.863255,-0.450158,-29.054165,68.525921
1.000001,39.869328,-104.697052,416.925474,-0.98908,-29.468128,68.820496
1.000001,39.869102,-104.696754,405.8621,-1.653841,-30.357368,70.421696
1.000001,39.868904,-104.696404,393.64368,-1.615702,-30.614027,73.87464
1.000001,39.86874,-104.695999,382.557278,-0.725807,-21.62475,77.10728
1.000001,39.86861,-104.695564,375.846489,1.556978,-6.385482,78.037638
1.000001,39.868496,-104.695122,373.455595,2.645925,6.9777,75.840837
1.000001,39.868382,-104.694702,371.409325,1.716848,15.432784,73.016817
1.000001,39.868256,-104.694298,366.371021,0.074759,20.61734,70.410892
1.000001,39.868107,-104.693924,357.311566,-1.320778,23.31279,69.576598
1.000001,39.867931,-104.693573,345.69436,-1.739927,25.747526,69.872203
1.000001,39.867718,-104.693253,333.867171,-1.39021,27.517485,69.797733
1.000001,39.867474,-104.692978,323.417979,-0.736352,28.583492,69.131095
1.000001,39.867203,-104.692764,316.005777,0.828965,29.609125,66.646616
1.000001,39.866924,-104.692627,311.875466,1.717008,30.535677,61.704414
1.000001,39.866657,-104.692551,307.892011,0.93792,30.438398,57.15944
1.000001,39.866402,-104.692535,301.35814,-0.456291,30.088799,53.600107
1.000001,39.866161,-104.692581,291.451391,-1.620682,29.684034,51.473628
1.000001,39.865936,-104.692688,278.91976,-2.207502,29.157124,51.220259
1.000001,39.865734,-104.692848,265.754723,-1.872755,29.330139,52.276382
1.000001,39.865559,-104.693069,254.068608,-0.932701,29.738686,53.42132
1.000001,39.865421,-104.693336,244.773112,0.086923,30.153101,54.333507
1.000001,39.86533,-104.693642,237.137159,0.366034,30.866955,53.531086
1.000001,39.865292,-104.693962,228.481425,-0.538328,30.929653,52.97638
1.000001,39.865299,-104.694275,217.335375,-1.697876,29.881222,53.931883
1.000001,39.86536,-104.694595,204.417506,-1.908557,29.318951,57.182171
1.000001,39.865471,-104.694923,192.018037,-0.984665,29.449144,60.768862
1.000001,39.865631,-104.695236,181.900591,0.094717,29.806381,63.94568
1.006315,39.865849,-104.695511,173.880215,0.702311,30.706944,65.208156
1.000001,39.866093,-104.69574,165.870614,0.104562,30.963251,65.417946
1.005431,39.866371,-104.695915,155.365328,-1.192436,30.192587,66.175634
1.000001,39.866669,-104.69603,142.535817,-1.866457,27.887489,69.006468
1.000001,39.866993,-104.696098,129.83086,-0.911739,24.946705,72.240976
1.000001,39.867332,-104.696098,120.262227,0.976748,21.077484,74.363811
1.000001,39.867676,-104.696053,114.453787,2.384394,17.209171,73.442544
1.000001,39.868008,-104.695961,109.772248,2.22956,12.782343,71.650136
1.000001,39.868324,-104.695854,103.687818,1.251335,12.885486,70.139179
1.000001,39.868629,-104.695717,94.709124,0.053357,16.203569,69.293791
1.000001,39.868927,-104.695564,81.880321,-1.620349,19.422052,69.860154
1.000001,39.869221,-104.695366,66.12119,-2.806588,23.183437,72.666755
1.000001,39.869507,-104.695129,50.042391,-2.520155,26.296293,75.428598
1.000001,39.86977,-104.694832,36.315969,-0.815634,27.803602,77.129496
1.000001,39.870007,-104.694473,26.304469,1.541259,28.789059,77.508232
1.000001,39.870193,-104.694077,20.116183,3.025806,30.20223,74.944351
1.000001,39.870331,-104.693672,14.770881,2.909271,30.558548,71.469533
1.000001,39.870415,-104.69326,7.954435,1.910144,29.728369,68.614288
1.000001,39.870449,-104.692856,1.35725,0.323894,21.772038,66.856086
1.000001,39.870434,-104.692451,1.017277,2.707038,10.30265,65.194356
1.000001,39.870392,-104.692078,3.569615,11.271457,23.389809,61.321659
1.000001,39.870327,-104.691727,3.028054,5.316382,31.096003,58.29694
1.000001,39.870239,-104.691399,0.453601,-1.786587,4.24563,54.905828
1.000001,39.870125,-104.691116,0.414115,9.16837,0.566071,50.996644
1.000001,39.869999,-104.690872,0.280149,0.809386,0.099192,46.334543
1.000001,39.869865,-104.690666,0.388366,4.392071,0.61315,42.970028
1.000001,39.869747,-104.690468,0.256759,1.992357,1.788895,40.152141
1.000001,39.869652,-104.690277,0.25699,1.215004,-0.046905,36.004222
1.000001,39.869549,-104.690109,0.225035,2.02185,1.003349,33.6453
1.000001,39.869434,-104.689987,0.222088,2.324205,0.842833,31.330261
1.000001,39.869324,-104.689888,0.217371,0.634279,1.256391,25.576515
1.000001,39.869232,-104.689827,0.186595,0.812429,0.746324,19.841464
1.000001,39.869156,-104.689789,0.208793,0.489235,1.049616,13.940725
1.000001,39.869106,-104.689774,0.178939,0.434449,1.024232,8.341141
1.000001,39.86908,-104.689766,0.24284,-0.058522,1.263303,3.029216
