Cycle Time,Latitude,Longitude,AltAGL,Pitch,Roll,GndSpd
1.000001,39.927986,-104.697693,947.002431,3.274204,2.220927,98.165336
1.000001,39.927547,-104.697701,956.012126,5.023734,-1.176201,93.650994
1.000001,39.92712,-104.697701,968.583806,4.919304,-2.097149,89.54883
1.000001,39.926716,-104.697693,979.148816,3.934419,-2.008323,85.680066
1.000001,39.926327,-104.697678,985.41293,2.276494,-3.636743,82.559981
1.000001,39.925949,-104.697655,986.435389,0.776451,-3.48473,80.235499
1.000001,39.925579,-104.697624,982.608076,-0.341447,-4.026319,79.903797
1.000003,39.925205,-104.697594,976.003042,-0.787839,-4.17435,81.09872
1.000001,39.924828,-104.697548,968.303461,-0.710375,-3.447145,82.385859
1.000001,39.924446,-104.697502,960.526985,-0.468184,-2.865721,83.313992
1.000001,39.924065,-104.697441,953.372175,-0.42334,-1.909906,82.352438
1.000001,39.923687,-104.69738,945.898972,-0.681732,-1.656016,80.808098
1.000001,39.923321,-104.697319,937.212176,-1.035071,-1.587785,79.401086
1.000001,39.922955,-104.69725,927.209759,-1.287937,-1.746146,78.730955
1.000001,39.922596,-104.697182,916.433289,-1.337115,-1.467359,78.518296
1.000001,39.922234,-104.697105,905.249317,-1.243486,-1.132894,78.384652
1.000001,39.921875,-104.697029,894.131727,-1.075102,-0.829444,78.226302
1.000001,39.921516,-104.696953,883.384493,-0.884431,-0.548663,78.010869
1.000001,39.921158,-104.696869,873.017527,-0.713081,-0.337922,77.740512
1.000001,39.920803,-104.696793,863.024021,-0.579204,-0.168023,77.431841
1.000001,39.920448,-104.696709,853.240473,-0.487661,-0.029043,77.096639
1.000001,39.920097,-104.696632,843.623531,-0.43336,0.069933,76.754496
1.000001,39.919746,-104.696548,834.036626,-0.408592,0.143064,76.416394
1.000001,39.919399,-104.696472,824.38379,-0.403406,0.195191,76.089838
1.000001,39.919052,-104.696388,814.748975,-0.300069,0.226084,75.644113
1.000001,39.918709,-104.696312,807.813785,1.161474,0.241914,74.119281
1.000001,39.918377,-104.696236,805.780482,2.132231,0.576161,71.433643
1.000001,39.918056,-104.696152,808.358857,1.670732,0.490126,68.489587
1.000005,39.917751,-104.696075,809.155488,0.692349,0.389039,65.974016
1.000001,39.917454,-104.696007,806.911024,-0.468799,0.091523,64.082764
1.000001,39.917164,-104.69593,801.60484,-1.216429,-0.617929,64.142197
1.000001,39.916866,-104.695854,794.974625,-1.132084,-0.511143,65.488071
1.000001,39.916565,-104.695778,789.009981,-0.601016,-0.138138,66.742612
1.000001,39.91626,-104.695702,784.735267,0.063887,0.27492,67.647136
1.000001,39.915951,-104.695618,782.321945,0.656676,0.690378,67.937261
1.000001,39.915642,-104.695541,780.92132,0.508777,1.348475,66.04205
1.000001,39.915348,-104.695465,778.296588,-0.24564,1.052551,64.081541
1.000001,39.915058,-104.695396,773.23075,-1.149713,0.463267,62.795055
1.000001,39.914772,-104.69532,766.000447,-1.483135,-0.361638,63.585867
1.000001,39.914482,-104.695251,758.527595,-1.044655,-0.421982,65.051881
1.000001,39.914181,-104.695175,752.593938,-0.280883,-0.042532,66.224456
1.000001,39.913876,-104.695099,748.802319,0.532834,0.280342,67.031047
1.000001,39.91357,-104.69503,747.144878,1.041824,0.755716,66.79566
1.000001,39.913269,-104.694954,746.052483,0.693338,1.239363,64.726474
1.000001,39.912979,-104.694885,743.252085,-0.212879,0.883619,62.817582
1.000001,39.912693,-104.694817,737.537097,-1.161866,0.105013,61.895299
1.007025,39.912407,-104.694748,725.962294,-1.364854,-0.556869,63.064537
