Cycle Time,Latitude,Longitude,AltAGL,Pitch,Roll,GndSpd
1.000001,39.903133,-104.697128,799.438722,9.48536,0.638336,106.536356
1.000001,39.902683,-104.697113,851.807609,12.747415,5.716076,96.483014
1.000001,39.902275,-104.697121,897.600198,8.914264,5.830534,88.8013
1.000001,39.901882,-104.697136,924.343629,3.016154,6.781673,83.737427
1.000001,39.901497,-104.697159,933.303763,-0.596298,7.227964,82.566966
1.000001,39.901112,-104.697189,931.551705,-2.331512,6.898078,83.572648
1.000001,39.900719,-104.697227,924.143283,-3.194876,7.309409,85.179432
1.000001,39.900322,-104.697289,914.887886,-2.886891,7.066959,86.857312
1.000001,39.899918,-104.697357,906.412249,-2.316738,6.526164,88.273385
1.000001,39.899509,-104.697441,899.911644,-1.549162,5.92937,89.351038
1.000001,39.899101,-104.69754,895.891894,-0.822986,5.045738,90.030497
1.000001,39.898689,-104.697647,893.975034,-0.44351,4.753064,89.243845
1.000001,39.898289,-104.697762,892.679939,-0.506029,3.776571,87.323385
1.000001,39.8979,-104.697891,890.600979,-0.779258,2.786396,85.419675
1.000001,39.897518,-104.698021,887.144122,-1.127224,1.801808,83.661778
1.000001,39.897148,-104.698151,882.159784,-1.454757,0.860315,82.295193
1.000001,39.896778,-104.69828,876.058872,-1.373286,-0.168634,82.629157
1.000003,39.896408,-104.698418,870.396099,-0.968865,-0.609135,83.605942
1.000001,39.89603,-104.698547,866.168893,-0.439774,-0.761858,84.382917
1.000001,39.895653,-104.698677,863.43743,-0.225976,-0.331887,83.312591
1.000001,39.895283,-104.698807,860.789469,-0.399161,-0.731701,81.426982
1.000001,39.894924,-104.698936,857.045759,-0.761198,-1.110183,79.659927
1.000001,39.894569,-104.699059,851.79229,-1.170557,-1.67982,78.189923
1.000001,39.894218,-104.699181,845.16573,-1.236832,-2.351489,78.288715
1.000001,39.893864,-104.699303,838.599445,-0.88668,-2.373063,79.358382
1.000001,39.893505,-104.699409,833.409153,-0.359316,-2.193009,80.254993
1.000001,39.893139,-104.699516,829.965463,0.149605,-1.805263,80.685621
1.000001,39.892776,-104.699623,827.692814,0.168947,-1.293188,79.063392
1.000001,39.892422,-104.699722,824.909787,-0.182151,-1.474615,77.209854
1.000001,39.892075,-104.699821,820.597677,-0.657546,-1.715285,75.584665
1.000001,39.891735,-104.699913,815.283083,-0.539237,-2.406969,74.287591
1.000001,39.891399,-104.700005,813.361116,1.231314,-2.184681,72.634484
1.004781,39.891071,-104.700089,815.145664,1.573542,-1.876482,69.500704
1.000001,39.890762,-104.700165,816.787936,1.043065,-1.824571,66.522716
1.000001,39.890469,-104.700241,816.127122,0.051902,-1.874435,64.022353
1.000001,39.890179,-104.70031,812.285692,-1.039923,-2.297957,62.285982
1.000001,39.889896,-104.700378,805.640259,-1.477986,-2.682264,62.614288
1.000001,39.889606,-104.700447,798.301372,-1.255929,-2.408705,63.652537
1.000001,39.889313,-104.7005,791.869752,-0.673739,-1.972285,64.497791
1.004461,39.889011,-104.700554,787.128364,-0.008201,-1.543686,65.086985
1.000001,39.888714,-104.7006,784.181535,0.40313,-0.88328,64.457638
1.000001,39.88842,-104.700645,781.501835,0.04219,-0.573888,62.36548
1.000003,39.888138,-104.700691,777.138512,-0.750781,-0.882855,60.501553
1.000001,39.887863,-104.700737,770.349953,-1.487089,-1.719195,59.769117
1.000001,39.887585,-104.700783,761.921374,-1.482361,-2.252356,60.82366
1.000001,39.887302,-104.700821,753.980245,-0.909445,-2.108775,61.959399
1.000145,39.887012,-104.700851,747.841886,-0.116321,-1.708499,62.77642
1.000001,39.886719,-104.700874,743.890871,0.604424,-1.494433,63.292998
1.000001,39.886429,-104.700897,741.723352,0.83606,-0.852954,62.092157
1.000001,39.886147,-104.70092,739.265526,0.283355,-0.771408,59.966664
1.000001,39.885876,-104.700943,734.695999,-0.652332,-1.143514,58.210846
1.000002,39.885605,-104.700966,727.446372,-1.39478,-2.145235,57.973391
1.000001,39.885338,-104.700981,718.847133,-1.353491,-2.556615,59.186975
1.000001,39.885059,-104.700996,710.921123,-0.730596,-2.34292,60.304651
1.000001,39.884777,-104.700996,704.857356,0.093812,-1.953951,61.127785
1.000001,39.884491,-104.700996,700.987841,0.800713,-1.792584,61.654025
1.000001,39.884209,-104.700989,698.841498,0.989634,-1.139839,60.371969
1.000001,39.88393,-104.700989,696.282346,0.379935,-1.070226,58.253231
1.000001,39.883667,-104.700981,691.497404,-0.601348,-1.473995,56.553005
1.000001,39.883404,-104.700974,684.010485,-1.355617,-2.496218,56.534964
1.000001,39.883141,-104.700958,675.287994,-1.247449,-2.852585,57.828135
1.000001,39.88287,-104.700943,667.378555,-0.597705,-2.623304,58.961238
1.000001,39.882595,-104.700912,661.418015,0.211643,-2.243706,59.769228
1.000001,39.88232,-104.700882,657.64597,0.932564,-2.104789,60.296683
1.000001,39.882042,-104.700844,655.496273,1.050253,-1.436049,58.824121
1.000001,39.881775,-104.700806,652.758201,0.391925,-1.434482,56.728993
1.000001,39.881519,-104.700768,647.715241,-0.609184,-1.877231,55.095963
1.000001,39.881268,-104.700729,640.010153,-1.341154,-2.926368,55.253042
1.000001,39.881012,-104.700684,631.158754,-1.184479,-3.262867,56.600848
1.000001,39.880749,-104.70063,623.229039,-0.506554,-3.032995,57.750802
1.000001,39.880486,-104.700569,617.339537,0.299437,-2.674438,58.551328
1.000001,39.880219,-104.700493,613.620958,1.036185,-2.565247,59.080193
1.000001,39.879951,-104.700417,611.537693,1.119858,-1.912757,57.523698
1.000001,39.879696,-104.700348,608.785854,0.43829,-1.952803,55.42906
1.000001,39.879452,-104.700272,603.648878,-0.589814,-2.44518,53.809481
1.000001,39.879208,-104.700195,595.78915,-1.308999,-3.53091,54.106184
1.000001,39.878963,-104.700104,586.916775,-1.132905,-3.872498,55.494384
1.000001,39.878716,-104.700012,579.048536,-0.43957,-3.681955,56.656462
1.000001,39.87846,-104.699905,573.214702,0.36735,-3.381633,57.467321
1.000001,39.878208,-104.699791,569.588437,1.089694,-3.342675,57.987806
1.000001,39.87796,-104.699669,567.527949,1.143032,-2.769014,56.380948
1.000001,39.87772,-104.699547,564.717939,0.439488,-2.907631,54.281263
1.000001,39.877491,-104.699425,559.474182,-0.603523,-3.523718,52.687812
1.000367,39.877266,-104.699295,551.491302,-1.312431,-4.715522,53.075866
1.000001,39.877041,-104.699165,542.576925,-1.131308,-5.179586,54.506321
1.000001,39.876812,-104.699013,534.706633,-0.427404,-5.141311,55.700855
1.000001,39.876583,-104.698853,528.834803,0.377336,-5.023105,56.493002
1.000001,39.876354,-104.698677,525.117876,1.074376,-5.219546,57.001052
1.000001,39.876133,-104.698494,522.932885,1.129622,-4.944311,55.48669
1.000001,39.875923,-104.698303,520.017896,0.431828,-5.411465,53.420823
1.000001,39.875729,-104.69812,514.680624,-0.602489,-6.467037,51.879867
1.000001,39.875538,-104.697929,506.617695,-1.326846,-8.243377,52.388681
1.000001,39.875351,-104.697723,497.450807,-1.224299,-9.550244,53.972344
1.000001,39.875168,-104.697487,489.223626,-0.574094,-10.694242,55.376145
1.000001,39.874996,-104.697243,482.911403,0.187385,-12.313518,56.348432
1.000001,39.874836,-104.696968,478.339323,0.71273,-15.450341,57.119939
1.000001,39.874695,-104.696678,474.795609,0.719602,-19.198856,57.102877
1.000001,39.87458,-104.696373,470.340624,-0.2277,-22.215704,55.953308
1.000001,39.874496,-104.696053,463.025115,-1.390243,-16.245661,55.765108
1.000001,39.874435,-104.695717,454.117397,-1.027846,-4.162521,57.351422
1.000001,39.874382,-104.695374,446.677785,0.124194,7.580432,58.516974
1.000001,39.874321,-104.69503,441.412151,0.544542,16.146238,58.799918
1.000001,39.874233,-104.694695,437.283818,0.719133,21.432501,58.60814
1.006995,39.874119,-104.694374,432.677546,-0.148634,25.315012,56.42235
1.000001,39.873978,-104.694099,425.387369,-1.60117,26.872322,54.616922
1.000001,39.87381,-104.693855,414.812472,-2.590514,27.600922,54.15165
1.000001,39.873611,-104.693657,402.349225,-2.501301,27.941694,55.514783
1.000001,39.873379,-104.693504,390.156886,-1.78265,28.673836,57.706063
1.000001,39.873119,-104.693405,379.761936,-0.994255,29.357582,60.010754
1.000001,39.872837,-104.693367,371.582013,-0.334074,30.134291,61.480191
1.000001,39.872555,-104.693405,364.341923,-0.344381,30.640421,61.628939
1.000001,39.87228,-104.693497,356.074417,-1.04158,30.325857,62.124491
1.000001,39.872021,-104.693657,345.988422,-1.621751,29.769428,63.512153
1.000001,39.871773,-104.693878,334.782473,-1.442184,29.314056,67.051617
1.000001,39.87154,-104.694168,324.395158,-0.667472,29.554377,71.05504
1.000001,39.871334,-104.694511,317.012567,0.840008,30.219391,73.756094
1.000001,39.87117,-104.694908,313.260496,1.910359,31.031992,73.713627
1.000001,39.871063,-104.695328,310.1371,1.325627,30.849262,73.321884
1.000001,39.871002,-104.695763,304.629719,-0.078691,30.440559,73.30024
1.000001,39.870991,-104.696213,295.830183,-1.269482,29.466265,74.998489
1.000001,39.871021,-104.696671,285.076916,-1.435888,29.01388,78.14429
1.000001,39.871105,-104.697136,274.797934,-0.7009,19.012495,80.768123
1.000001,39.871223,-104.697601,268.146143,1.710495,4.885377,81.345059
1.000001,39.871357,-104.698059,265.146149,2.956852,-7.307453,78.831312
1.000001,39.871479,-104.698494,261.966584,1.769869,-16.025366,75.88535
1.000001,39.871578,-104.698929,255.238849,-0.232657,-21.832018,73.535204
1.000001,39.871651,-104.699356,243.84214,-1.968418,-25.927536,73.37454
1.000001,39.871685,-104.699799,229.351922,-2.747106,-28.123955,73.767387
1.000001,39.87167,-104.700241,214.74033,-2.173933,-29.000793,73.267146
1.000001,39.871609,-104.700668,201.845538,-0.92172,-29.275999,71.860238
1.006097,39.87149,-104.701073,191.530712,0.092619,-29.467688,69.534947
1.000001,39.871342,-104.701431,183.409149,0.237081,-29.073053,65.054469
1.000001,39.871162,-104.701729,174.958843,-0.175323,-29.03282,60.320823
1.000001,39.870972,-104.701973,164.543868,-0.903514,-30.073116,56.974505
1.000001,39.870754,-104.702164,152.267463,-1.317583,-30.617239,55.334038
1.000001,39.870522,-104.702286,140.142946,-0.941028,-30.57785,53.735956
1.000001,39.870285,-104.702339,129.825604,-0.012707,-30.321667,52.045351
1.000001,39.870049,-104.702316,121.670549,0.742915,-29.69343,49.680178
1.000001,39.869835,-104.70224,114.436303,0.489422,-29.260752,46.346355
1.000001,39.869652,-104.70211,105.774863,-0.30573,-29.302301,43.971068
1.00001,39.869503,-104.701942,94.229753,-1.451399,-30.175835,43.36579
1.000001,39.869385,-104.701729,80.231834,-1.986463,-30.785877,45.633169
1.000001,39.869305,-104.701462,66.087467,-1.413972,-30.67408,48.868374
1.000001,39.869274,-104.701164,54.011353,-0.229096,-30.389666,52.211625
1.000001,39.869297,-104.700844,44.82653,0.857952,-29.871281,54.852509
